eng_text,ksl_text
MY UNCLE HAS AN INTERESTING STORY,STORY INTERESTING UNCLE MINE HAVE
MY UNCLE IS A GIANT,UNCLE MINE GIANT TRUE
MY UNCLE IS A PROFESSOR,UNCLE MINE PROFESSOR
MY UNCLE WAS MISUNDERSTOOD FOR NOT LIKING THE GROUP,UNCLE MINE MISUNDERSTOOD FINISH TIME GROUP LIKE ZERO
MY UNCLE WAS MISUNDERSTOOD FOR NOT LIKING THE GROUP,PAST UNCLE MINE MISUNDERSTOOD WHY/GROUP LIKE NOTHING
MY UNCLE WORKS HERE,UNCLE MINE HERE WORK
MY VILLAGE IS FAR,VILLAGE MINE FAR
MY VILLAGE IS INTERIOR,VILLAGE MINE INTERIOR
MY VISA HAS DELAYED,VISA MINE DELAY
MY WARD IS NYALENDA A,WARD MINE N-Y-A-L-E-N-D-A A
MY WARD IS NYALENDA A,WARD MINE NYALENDA A
MY WIFE IS A GIRIAMA,WIFE MINE GIRIAMA
MY WIFE IS BEAUTIFUL,WIFE MINE BEAUTIFUL
MY WORK IS PERFECT,WORK MINE PERFECT
MY WRIST IS PAINFUL,WRIST MINE PAINFUL
NAIROBI HAS MANY TRAFFIC LIGHTS,TRAFFIC LIGHT MANY NAIROBI HAVE
NAIROBI IS A BEAUTIFUL TOWN,NAIROBI TOWN BEAUTIFUL
NAIROBI IS A BIG TOWN,NAIROBI TOWN BIG
NAKURU IS DEVELOPING FAST,NOW NAKURU DEVELOP FAST
NAMANGA IS AT THE BORDER,NAMANGA THERE BORDER
NAME ALL THE NOISEMAKERS NOW,NOW NOISEMAKER ALL NAME
NAME SOME PROVERBS,PROVERB PROVERB NAME
NAME YOUR FAVORITE BOOK,FAVOURITE BOOK YOUR NAME
NATIONAL ASSEMBLY HAS FINISHED THE DEBATE,DEBATE ASSEMBLY NATIONAL FINISH
NATURAL SCIENCES ARE IMPORTANT,SCIENCE NATURAL IMPORTANT
NATURE INSPIRES MOST ARTISTS,ARTIST MANY NATURE INSPIRE
NATURE TAKES CARE OF ITS OWN,OWN NATURE CARE
NEGROS ARE IN JAMAICA,JAMAICA NEGROS THERE
NETBALL IS PLAYED BY 12 PLAYERS,PLAYER 12 NETBALL HAVE
NEVER FIGHT AGAIN,AGAIN FIGHT NEVER
NEW CHALLENGES ARE ENCOUNTERED DAILY,DAILY CHALLENGE CHALLENGE NEW ENCOUNTER
NEW PHONES GOT NEW FEATURES,PHONE PHONE NEW FEATURE FEATURE NEW HAVE
NEW TANKS ARE DURABLE,TANK TANK NEW DURABLE
NIGERIA MOVIES ARE REAL,NIGERIA MOVIE MOVIE REAL
NO ONE'S LIFE IS WITHOUT IMPERFECTIONS,ALL PEOPLE LIFE SAME PERFECT NOTHING
NO ONE'S LIFE IS WITHOUT IMPERFECTIONS,PEOPLE ALL LIFE PERFECT NOTHING
NO PERSON SURVIVED WHEN THERE WAS AN ACCIDENT,PAST TIME ACCIDENT THERE PERSON SURVIVE ZERO
NOBODY IS ACCURATE,NOBODY ACCURATE TRUE
NOBODY IS LYING,NOW NOBODY LIE
NOBODY WILL DANCE,FUTURE NOBODY DANCE
NOD YOUR HEAD,HEAD YOURS NOD
NONE OF THEM IS GOOD,THEY ALL GOOD NOTHING
NOT ALL PEOPLE BETRAY THEIR FRIENDS,PEOPLE ALL IMPOSSIBLE FRIEND THEIR BETRAY 
NOT ALL PEOPLE BETRAY THEIR FRIENDS,PEOPLE ALL FRIEND THEIR BETRAY NOTHING
NOTHING SEEMED TO PUZZLE JOHN HE WAS VERY STRONG,JOHN NOTHING  PUZZLE WHY STRONG A LOT
NOTHING SEEMED TO PUZZLE JOHN HE WAS VERY STRONG,PAST J-O-H-N NOTHING PUZZLE/ HE STRONG A LOT
NOTHING WILL STOP HIM FROM READING,HE READ STOP NOTHING
NOTHING WILL STOP ME FROM TRAVELLING,FUTURE TRAVEL STOP ME NOTHING
NOUNS ARE NAMING WORDS,NOUN  NOUN WORD NAME
NOUNS ARE TAUGHT TODAY,TODAY NOUN NOUN TEACH
NOWADAYS HOUSES ARE BUILT WITHOUT A CHIMNEY,NOW HOUSE HOUSE BUILD CHIMNEY NOTHING
NUMBER THIRTEEN IS BROWN,THIRTEEN NUMBER BROWN
NUMERALS ARE USED ALWAYS,ALWAYS NUMERAL NUMERAL USE
NUNS ARE VIRGIN,VIRGIN NUN NUN ARE
NURSES LIKE STRIKING,NURSE NURSE STRIKE LIKE
NYAKIO CAN RUN AS FAST AS KOECH,NYAKIO FAST FAST SAME KOECH RUN
NYAKIO CAN RUN AS FAST AS KOECH,N-Y-A-K-I-O SAME K-O-E-C-H FAST RUN SAME
NYANG'OMA IS A GOOD SCHOOL,NYANGOMA SCHOOL GOOD
NYANZA IS LARGE,NYANZA LARGE
NYLONS WERE BURNT,PAST NYLON NYLON BURN FINISH
OATHS MUST BE KEPT,OATH KEEP MUST
OBEY YOUR PARENTS,PARENT YOUR OBEY
OBSERVE THE RULES,RULE RULE OBSERVE
OBSERVE THE SABBATH,SABBATH OBSERVE
OCEANIC WIND IS DANGEROUS,OCEANIC WIND DANGEROUS TRUE
OLD PEOPLE HAVE A LOT OF EXPERIENCE,EXPERIENCE A LOT PEOPLE OLD HAVE
OMOLLO DIVED INTO THE POOL,OMOLLO POOL  DIVE
OMOLLO DIVED INTO THE POOL,POOL O-M-O-L-L-O DIVE
"ON MONDAY, I WILL GO TO SCHOOL",MONDAY SCHOOL ME GO
ONE HOUR IS ENOUGH TO DO THIS WORK,WORK THIS HOUR ONE ENOUGH DO
ONE MAY VOMIT IF YOU EAT TOO MUCH FOOD,POSSIBLE VOMIT TIME YOU FOOD  A LOT EAT
ONE MAY VOMIT IF YOU EAT TOO MUCH FOOD,IF FOOD A LOT EAT VOMIT CAN
ONE MUST WORK HARD TO BE RICH,BEFORE RICH BECOME WORK HARD MUST
ONE SCREW IS MISSING FROM THIS HINGE,HINGE THIS SCREW ONE MISS
ONE THEORY AROUND HUMAN EXISTANCE IS THE THEORY OF CREATION,HUMAN EXISTANCE THEORY ONE HAVE NAME CREATION THEORY
ONIONS ARE GOOD FOR HEALTH,ONION  ONION HEALTH GOOD
ONIONS WILL MAKE YOU CRY,CRY YOU ONION MAKE
ONLY ADULTS WILL DRINK WINE TODAY,TODAY WINE ADULT ADULT ONLY DRINK
ONLY INVITED GUESTS WERE ALLOWED IN THE HALL,PAST GUEST INVITE ONLY HALL ALLOW
OPEN THAT CAN OF OIL,OIL CAN THAT OPEN
OPEN YOUR MOUTH,MOUTH YOURS OPEN
OPEN YOUR PALMS,PALM YOURS OPEN
OPPRESSING THE POOR MUST STOP,THE POOR OPPRESSION STOP MUST
OPPRESSION OF THE POOR MUST STOP,POOR OPPRESS STOP MUST
ORANGE IS A BRIGHT COLOUR,ORANGE COLOR BRIGHT 
ORANGES ARE GOOD FOR SICK PEOPLE,SICK PEOPLE ORANGE ORANGE GOOD
OROMO IS A GOOD TRIBE,OROMO TRIBE GOOD 
OTIENO LIKES PINCHING HIS FRIENDS,OTIENO FRIEND HIS PINCH LIKE
OTIENO LIKES PINCHING HIS MATES,MATE HIS PINCH O-U-M-A LIKE
OTIENO LIKES TO PINCH HIS FRIENDS,O-T-I-E-N-O FRIEND HIS PINCH LIKE
OTIENO LIKES TO PUNCH HIS FRIENDS,O-T-I-E-N-O FRIEND HIS PINCH LIKE
OUMA PINCHED HIMSELF,OUMA SELF PINCH
OUMA PINCHED HIMSELF,PAST SELF O-U-M-A PINCH
OUR ADMINISTRATOR CALLED ME,ME ADMINISTRATOR OUR CALL
OUR AGENDA FOR NEXT MEETING WILL BE STAFF EMPOWERMENT,MEETING OUR NEXT AGENDA STAFF EMPOWERMENT
OUR ARMS ARE STORED IN THE ARMERY,ARM ARM OUR ARMERY STORE
OUR BABY IS SLEEPING,NOW BABY OUR SLEEP
OUR BALL GOT LOST LAST WEEK,LAST WEEK BALL OUR LOST
OUR BOSS HAS ARRIVED,BOSS OUR ARRIVE FINISH
OUR BOSS HAS COME,BOSS OUR COME FINISH
OUR BOSS IS AWAY,BOSS OUR AWAY TRUE
OUR BOSS IS STRICT,BOSS OUR STRICT
OUR BUDGET IS LIMITED,BUDGET OUR LIMITED
OUR BUDGET WAS TOO HIGH,PAST BUDGET OUR HIGH
OUR BUSINESS IS LEGAL,BUSSINESS OUR LEGAL
OUR CAR HAS OVERTAKEN THEIR CAR,CAR THEIR CAR OUR OVERTAKE
OUR CAR NEEDS A NEW LICENSE,LICENSE NEW CAR OUR NEED
OUR CEILING IS LEAKING,CEILING OUR LEAK
OUR CHAIRMAN IS DEAD,CHAIRMAN OUR DEAD
OUR CHEF COOKS SWEET FOOD,FOOD SWEET CHEF OUR COOK 
OUR CHEF IS IN THE KITCHEN,KITCHEN THERE CHEF OUR IN
OUR CHIEF IS A GOOD MAN,CHIEF OUR MAN GOOD
OUR CHOIR SINGS NICELY,CHOIR OUR NICE SING
OUR CHURCH HAS DIFFERENT SERVICE,SERVIICE DIFFERENT CHURCH OUR HAVE
OUR CHURCH WILL HAVE A HARAMBEE TOMORROW,TOMORROW HARAMBEE CHURCH OUR HAVE
OUR CLASS IS CLEAN,CLASS OUR CLEAN
OUR CLASSROOM IS BIG,CLASSROOM OUR BIG
OUR CLASSROOM IS DIRTY,CLASSROOM OUR DIRTY
OUR CLOTHES HAVE DRIED,CLOTHES OUR DRY FINISH
OUR COMMUNITY IS LARGE,COMMUNITY OURS LARGE
OUR COMPANY HAS A LARGE DAIRY FARM,DAIRY FARM LARGE COMPANY OURS HAVE
OUR CONSTITUTION RECOGNIZES SIGN LANGUAGE,SIGN LANGUAGE CONSTITUTION OUR RECOGNIZE
OUR CONSTITUTION WAS PASSED IN 2010,YEAR 2010 CONSTITUTION OUR PASS
OUR COOPERATION TOWARDS THE PROJECT HAS YIELDED SUCCESS,PROJECT THAT COOPERATION OUR SUCCESS YIELD
OUR COUNTRY BORROWS A LOT FROM THE WEST,WEST COUNTRY OUR BORROW A LOT
OUR COUNTRY DOES NOT EXPERIENCE SNOW,SNOW COUNTRY OUR EXPERIENCE NOTHING
OUR COUNTRY HAS A LOT OF CONFLICTS,CONFLICT A LOT COUNTRY OUR HAVE
OUR COUNTRY HAS BANNED THE USE OF PLASTICS,PLASTIC USE COUNTRY OUR BAN
OUR COUNTRY HAS MANY CONFLICTS,COUNTRY OUR CONFLICTS MANY 
OUR COUNTRY HAS UNITY,COUNTRY OUR UNITY HAVE
OUR COUNTRY IS BROKE,NOW COUNTRY OUR BROKE
OUR COUNTRY IS CALLED KENYA,COUNTRY OUR NAME KENYA
OUR COUNTRY WILL NOT BORROW THIS YEAR,YEAR THIS COUNTRY OUR BORROW ZERO
OUR COW GAVE BIRTH TO YOUNG CALF,YOUNG CALF COW OUR GIVE BIRTH
OUR COW IS GRAZING IN THE FIELD,FIELD THERE COW OUR GRAZE
OUR CROPS HAVE STRONG ROOTS,ROOT ROOT STRONG CROP OUR HAVE
OUR CULTURE IS INTERESTING,CULTURE OUR INTERESTING
OUR DEPARTMENT HAS TWO TEACHERS,TEACHER TWO DEPARTMENT OUR HAVE
OUR DOCTRINE DOES NOT ACCEPT POLYGAMY,POLIGAMY DOCTRINE OUR ACCEPT ZERO
OUR DOG IS HARSH,DOG OUR HARSH
OUR DONOR HAS SENT A LOT OF MONEY,MONEY A LOT DONOR OUR SEND FINISH
OUR DONOR WILL COME TOMORROW,TOMORROW DONOR OUR COME
OUR ECONOMY HAS COLLAPSED,ECONOMY OUR COLLAPSE FINISH
OUR EMPLOYER IS HARSH,EMPLOYER OUR HARSH
OUR FAMILY IS HAPPY,FAMILY OUR HAPPY
OUR FATHER IS A HAPPY MAN,FATHER OUR MAN HAPPY
OUR FATHER IS TALL,FATHER OUR TALL
OUR FENCE COLLAPSED YESTERDAY,YESTERDAY FENCE OUR COLLAPSE
OUR FLOWER GARDEN HAS MANY BEES,BEE MANY GARDEN FLOWER OUR HAVE
OUR FUTURE IS NOT KNOWN,FUTURE OURS KNOW NOTHING
OUR GARDEN HAS A LOT OF FLOWERS,GARDEN OUR FLOWER A LOT HAVE
OUR GAS COOKER IS VERY OLD,GAS COOKER OUR OLD OLD
OUR GOAL IS TO WIN THE RACE,RACE WIN GOAL OUR 
OUR GOALKEEPER IS INJURED,GOALKEEPER OUR INJURED
OUR GOVERNOR IS RELUCTANT,GOVERNOR OUR RELUCTANT
OUR GRANDFATHER IS A SHOPKEEPER,GRANDFATHER OUR SHOPKEEPER
OUR HEADMASTER TEACHES MATHEMATICS,MATHEMATICS HEADMASTER OUR TEACH
OUR HEADQUARTER IS IN AMERICA,AMERICA THERE HEADQUARTER OUR HAVE
OUR HEADQUARTER IS IN NAIROBI,NAIROBI HEADQUARTER OURS THERE
OUR HEADTEACHER IS CRUEL,HEADTEACHER OUR CRUEL
OUR HOME IS FAR FROM TOWN,HOME OUR  SAME TOWN FAR
OUR HOUSE HAS COLLAPSED,HOUSE OUR COLLAPSE FINISH
OUR HOUSE IS AT THE FAR END OF THE ROAD,ROAD END FAR HOUSE OUR THERE
OUR HOUSE IS BELOW THE MOUNTAIN,MOUNTAIN HOUSE OUR BELOW
OUR HOUSE IS NEAR THE MARKET,MARKET HOUSE OUR NEAR
OUR HOUSE IS NEAR THE MOUNTAIN,MOUNTAIN HOUSE OUR NEAR
OUR HOUSE IS OLD,HOUSE OURS OLD
OUR HOUSE NEEDS ELECTRICITY,ELECTRICITY HOUSE OUR NEED
OUR HOUSE WAS SWEPT BY THE FLOODS,HOUSE OUR FLOOD SWEEO FINISH
OUR HOUSE-HELP IS MELLY,HOUSE-HELP OUR NAME M-E-L-L-Y
OUR INSTITUTION HAS RECEIVED BOOKS FROM AN AMERICAN DONOR,BOOK BOOK INSTITUTION OUR AMERICAN DONOR GIVE
OUR INSTITUTION IS BIG,INSTITUTION OUR BIG
OUR INTERNET IS NOT STEADY,INTERNET OUR STEADY NOTHING
OUR KING IS JESUS CHRIST,KING OUR  JESUS CHRIST 
OUR KITCHEN IS DIRTY,KITCHEN OUR DIRTY
OUR LEADER IS A WISE MAN,LEADER OUR WISEMAN
OUR LEADER IS WISE,LEADER OUR WISE
OUR LECTURER IS VERY OLD,LECTURER OUR OLD TRUE
OUR LIBRARY HAS BEEN PAINTED,LIBRARY OUR PAINT FINISH
OUR MANAGER HAS AN EXPENSIVE BRACELET,BRACELET EXPENSIVE MANAGER OUR HAVE
OUR MANAGER HAS DIED,MANAGER OUR DIE FINISH
OUR MANAGER IS DEAD,MANAGER OUR DEAD
OUR MATRON IS HARSH,MATRON OUR HARSH TRUE
OUR MAYOR IS HAPPY,MAYOR OUR HAPPY
OUR MEETING HAS NO PROGRAM,MEETING OUR PROGRAM NOTHING
OUR MONTHLY BUDGET HAS INCREASED,NOW BUDGET MONTH OUR INCREASE FINISH
OUR NATIONAL ANTHEM HAS THREE VERSES,VERSE THREE NATIONAL ANTHEM OUR HAVE
OUR NEIGHBOR HAS COOKED SWEET FOOD,FOOD SWEET NEIGHBOR OUR COOK FINISH
OUR NEPHEW DISPLAYED ALL THE FOOD,PAST FOOD ALL NEPHEW OUR DISPLAY
OUR NEXT TOPIC WILL BE ABOUT TECHNOLOGY,TOPIC OUR NEXT ABOUT TECHNOLOGY
OUR PASTOR IS TALL,PASTOR OUR TALL
OUR PATIENT CRIED,PAST PATIENT OUR CRY
OUR PLAN WAS GOOD,PAST PLAN OUR GOOD
OUR POEM HAS EIGHT STANZAS,POEM OUR STANZA EIGHT HAVE
OUR PREACHER IS JAMES,PREACHER OUR J-A-M-E-S
OUR PRESIDENT IS PATRIOTIC,PRESIDENT OUR PATRIOTIC TRUE
OUR PRESIDENT IS SELFISH,PRESIDENT OUR SELFISH
OUR PRIEST HAS A WHITE COLLAR,COLLAR WHITE PRIEST OUR HAVE
OUR PRIEST IS YOUNG,PRIEST OUR YOUNG TRUE
OUR PRINCIPAL IS IN THE OFFICE,OFFICE PRINCIPAL IN
OUR PRINCIPAL STAYS IN KAKAMEGA,KAKAMEGA PRINCIPAL OUR STAY
OUR PROGRESS IS MOVING UPWARDS NOW,NOW PROGRESS OURS UPWARDS MOVE
OUR PROPOSAL WILL BE APPROVED ON MONDAY,MONDAY PROPOSAL OUR APPROVE
OUR PROVINCE IS BIG,PROVINCE OUR BIG
OUR RADIO HAS A NEW BATTERY,RADIO OUR BATTERY NEW HAVE
OUR RESEARCH RECEIVED A LOT OF FUNDING,FUNDING A LOT RESEARCH OUR RECEIVE
OUR RIGHTS ARE PROTECTED,RIGHT RIGHT OUR PROTECT FINISH
OUR ROAD HAS NO TRAFFIC LIGHTS,TRAFFIC LIGHT ROAD OUR HAVE NOTHING
OUR SALARY HAS DELAYED,SALARY OUR DELAY
OUR SCHOOL HAS A LARGE HALL,HALL LARGE SCHOOL OUR HAVE
OUR SCHOOL HAS MANY DONORS,DONOR MANY SCHOOL OUR HAVE
OUR SCHOOL HAS MANY TEXTBOOKS,TEXTBOOK MANY SCHOOL OUR HAVE
OUR SCHOOL HAS TWO BUILDINGS,BUILDING TWO SCHOOL OUR HAVE
OUR SCHOOL IS BIG,SCHOOL OUR BIG
OUR SCHOOL IS IN TANARIVER,TANARIVER SCHOOL OUR THERE
OUR SCHOOL IS THIS YEAR'S FOOTFALL CHAMPION,YEAR THIS SCHOOL OUR FOOTBALL CHAMPION
OUR SECRETARY HAS BEEN DISMISSED,SECRETARY OUR DISMISS FINISH
OUR SECTION MANAGER IS A WISE MAN,SECTION MANAGER OUR MAN WISE
OUR SECTION MANAGER IS WISE,SECTION MANAGER OUR WISE 
OUR SECURITY GUARDS ARE PROTECTED,SECURITY GUARD GUARD OUR PROTECT FINISH
OUR SERVANT HAS RETIRED,SERVANT OUR RETIRE FINISH
OUR SOCIETIES HAVE RULES THAT GOVERN THEM,SOCIETY OUR RULE RULE HAVE THEY  GOVERN 
OUR SOCIETY HAS IMPORTANT RULES,RULE IMPORTANT SOCIETY OUR HAVE
OUR STANDARD OF LIVING IS HIGH,LIVING STANDARD OUR HIGH
OUR SUBJECT HAS A LOT OF CONTENT,CONTENT A LOT SUBJECT OUR HAVE
OUR SUPERVISOR WAS FIRED,PAST SUPERVISOR OUR FIRE TRUE
OUR TEACHER IS BEAUTIFUL,TEACHER OUR BEAUTIFUL
OUR TEACHER IS EVER SERIOUS HE NEVER AFFORDS A JOKE,TEACHER OUR SERIOUS JOKE NEVER
OUR TEACHER IS OVER SERIOUS HE NEVER AFFORDS A JOKE,ALWAYS TEACHER OUR SERIOUS/JOKE NOTHING
OUR TEACHER LIKE BLACK SUIT,BLACK SUIT TEACHER OUR LIKE
OUR TEACHER WILL TRAVEL TO NAIROBI TOMORROW,TOMORROW NAIROBI TEACHER OUR TRAVEL
OUR TEAM DID NOT WIN YESTERDAY,YESTERDAY TEAM OUR WIN ZERO
OUR TEAM PRODUCED POOR RESULTS,RESULT POOR TEAM OUR PRODUCE
OUR TOWN HAS A NEW FIRE STATION,FIRE STATION NEW TOWN OUR HAVE
OUR TRAIN HAS PARKED IN NAIVASHA NOW,NOW NAIVASHA TRAIN OUR PARK
OUR TREASURER HAS STOLEN ALL THE MONEY,MONEY OUR ALL TREASURER STEAL
OUR UNIFORM IS BLUE,UNIFORM OURS BLUE
OUR UNIFORM IS GREY,UNIFORM OUR GREEN TRUE
OUR VILLAGE DOES NOT HAVE A GYMNASIUM,VILLAGE OUR GYMNASIUM HAVE ZERO
OUR VILLAGE HAS A COUNCIL OF ELDERS,ELDER COUNCIL VILLAGE OUR HAVE
OUR VILLAGE HAS A STREAM,STREAM VILLAGE OUR HAVE
OUR VISITOR IS FEELING SICK,NOW  VISITOR OUR SICK FEEL
OUR VISITORS WERE WELL TREATED,PAST VISITOR VISITOR TREAT WELL
OUR WINDOW IS RECTANGULAR,WINDOW OUR RECTANGLE
OUR WORK IS FINISHED,WORK OUR FINISH
OUR WORK IS PERFECT,WORK OUR PERFECT
OUR WORK WAS APPROVED BY HIM,PAST WORK OUR HE APPROVE
OVERTURN THE DECISION AND START FRESH,DECISION OVERTURN SAME FRESH START
OWL HAS UGLY EYES,EYE UGLY OWL HAVE
OWLS ARE SAID TO BE VERY WISE,OWL WISE A LOT
OWLS ARE SAID TO BE VERY WISE,OWL OWL WISE
PACK YOUR BELONGINGS,BELONG BELONG YOUR PACK
PAINT THAT WALL,WALL THAT PAINT
PAINT THE WALLS,WALL WALL PAINT
PARENTS PROVIDE BASIC NEEDS TO THEIR CHILDREN,CHILDREN THEIR BASIC NEED PARENT PARENT PROVIDE
PARENTS SHOULD PROVIDE THEIR CHILDREN'S NEEDS,NEED CHILDREN THEIR PARENT PARENT PROVIDE MUST
PARK YOUR CAR AT THE CORNER OF THE ROAD,ROAD CORNER CAR YOURS PARK
PARK YOUR CAR AT THE CORNER OF THE ROAD,ROAD CORNER CAR YOUR PARK
PARLIAMENT OF KENYA TAKES BRIBES,PARLIAMENT KENYA BRIBE TAKE
PARLIAMENT TODAY,TODAY PARLIAMENT 
PART OF THE STORY IS NOT TRUE,STORY PART TRUE NOTHING
PASS ME THE SALT,SALT ME PASS
PASTORS BAPTIZE MANY PEOPLE,PEOPLE MANY PASTOR PASTOR BAPTIZE
PASTORS BAPTIZE MANY PEOPLE,PEOPLE MANY PASTOR  PASTOR BAPTIZE
PASTORS PREACH IN CHURCH,CHURCH PASTOR PASTOR PREACH
PATRICK DECIDED TO STAY HOME,PATRICK HOME STAY DECIDE
PATRICK DECIDED TO STAY HOME,PAST HOME STAY P-A-T-R-I-C-K DECIDE
PAUL AND SILAS WERE ARRESTED BY THE ROMAN GOVERNMENT,PAST PAUL SAME S-I-L-A-S ROMAN GOVERNMENT ARREST
PAUL COMPLAINED OF ABNORMAL HEADACHE ESPECIALLY AT NIGHT,PAUL COMPLAIN HEAD PAIN HAVE TIME NIGHT
PAUL COMPLAINED OF ABNORMAL HEADACHE ESPECIALLY AT NIGHT,PAST HEADACHE NORMAL NOTHING  TIME NIGHT P-A-U-L COMPLAIN 
PAUL HAILED MARY FOR BEING BROAD MINDED,MARY PAUL HAIL WHY MIND HER BROAD
PAUL HAILED MARY FOR BEING BROAD MINDED,M-A-R-Y P-A-U-L HAIL WHY/ SHE MIND BROAD HAVE
PAUL HYPOTHESIS ABOUT THE CAUSES OF DIABETES WERE DISMISSED BY THE DOCTOR,PAST HYPOTHESIS P-A-U-L ABOUT DIABETES CAUSE DOCTOR DISMISS
PAUL HYPOTHESIS ABOUT THE COURSES OF DIABETES WERE DISMISSED BY THE DOCTOR,PAUL HYPOTHESIS /CAUSE  DIABETES/ DOCTOR DISMISS FINISH
PAUL TEASED ME,PAST ME PAULTEASE
PAULINE WAS SKEPTICAL MY IDEA WAS GENUINE,PAULINE SKEPTICAL IDEA MINE GENUINE
PAULINE WAS SKEPTICAL MY IDEA WAS GENUINE,PAST PAULINE SKEPTICAL IF IDEA MINE GENUINE 
PAVE THE WAY,WAY PAVE
PAVEMENT HAS BLOOD,PAVEMENT BLOOD HAVE
PAWPAW GROWS FAST,PAWPAW FAST GROW
PAY A LOT OF ATTENTION WHEN CROSSING THE ROAD,TIME ROAD CROSS ATTENTION  MUST
PAY A LOT OF ATTENTION WHEN CROSSING THE ROAD,TIME ROAD CROSS ATTENTION MUST
PAYMENTS ARE DELAYING,NOW PAYMENT PAYMENT DELAY
PEAS ARE SOLD OVER THERE,OVER THERE PEAS PEAS SELL TRUE
PEOPLE ALWAYS ASK QUESTIONS,ALWAYS QUESTION QUESTION PEOPLE ASK
PEOPLE ARE ALWAYS SAD DURING BURIALS,BURIAL PEOPLE SAD ALWAYS
PEOPLE ARE DYING EVERYDAY,EVERYDAY PEOPLE DIE TRUE
PEOPLE ARE SUFFERING IN KENYA,NOW KENYA THERE PEOPLE SUFFER
PEOPLE FEAR WILD ANIMALS,ANIMAL WILD PEOPLE FEAR
PEOPLE IN KENYA LOVE BARGAINING,PEOPLE KENTA THERE BARGAIN LOVE
PEOPLE IN POWER SHOULD PRACTICE HONESTY,PEOPLE POWER HAVE HONESTY PRACTICE MUST
PEOPLE IN TANZANIA SPEAK KISWAHILI,TANZANIA THERE KISWAHILI PEOPLE SPEAK
PEOPLE QUEUE WHEN VOTING,TIME VOTE PEOPLE QUEUE
PEOPLE RESPECT THAT BISHOP,BISHOP THAT  PEOPLE RESPECT 
PEOPLE SHOULD LOVE EACH OTHER,PEOPLE EACH OTHER LOVE MUST
PEOPLE SUFFER IN JAIL,JAIL THERE PEOPLE SUFFER TRUE
PEOPLE WHO ARE DEAF AND BLIND CAN LEARN,PEOPLE DEAF SAME BLIND LEARN CAN
PEOPLE WHO QUARREL ARE A NUISANCE,PEOPLE A NUISANCE QUARREL
PEOPLE WILL HARVEST MAIZE THIS MONTH,MONTH THIS PEOPLE MAIZE HARVEST
PEPPER IS BITTER,PEPPER BITTER
PEPPER MAKES ME COUGH ALOT,COUGH ALOT ME PEPPER MAKE
PERMIT ME PLEASE,ME PERMIT PLEASE
PETALS ARE BEAUTIFUL,PETAL PETAL BEAUTIFUL
PETER BETRAYED JESUS,PAST JESUS PETER BETRAY
PETER BETRAYED JESUS,PAST JESUS PETER BETRAYED 
PETER IS MINDFUL OF OTHER PEOPLE,PETER PEOPLE OTHER MIND
PETER IS MINDFUL OF OTHER PEOPLE,PEOPLE OTHER P-E-T-E-R CARE
PETER SPECIALIZED IN ROPE SKIPPING,PAST ROPE SKIP SKIP PETER SPECIALIZE
PETER TOOK ABIT OF SUGAR,PAST SUGAR ABIT P- E-T-E-R  TAKE
PETER TRIED TO WALK ON WATER,PAST WATER ON WALK PETER TRY
PETER WAS VERY PHILOSOPHICAL ON THE CAUSES OF STUDENT UNREST,PETER  PHILOSOPHICAL BECOME /WHY /STUDENT UNREST CAUSE
PETER WAS VERY PHILOSOPHICAL ON THE CAUSES OF STUDENT UNREST,PAST STUDENT UNREST CAUSE WHAT P-E-T-E-R PHILOSOPHICAL
PHYSICAL EDUCATION IS A FORM OF THERAPY, EDUCATION PHYSICAL THERAPY
PICK THE LITTER FROM THE PLAYGROUND,LITTER PLAGROUND THERE PICK
PICK THESE PAPERS FROM HERE,PAPER PAPER THESE HERE PICK
PICK THIS PAPER FROM HERE,PAPER THIS PICK
PICK THIS PAPERS FROM HERE,PAPER THIS HERE PICK
PICK UP YOUR SWORD,SWORD YOURS PICK
PICK YOUR ALLOWANCE,ALLOWANCE YOURS PICK
PIERCING NEEDLES SHOULD NOT BE SHARED,PIERCING NEEDLE SHARE NOTHING
PIGS ARE DIRTY,PIG PIG DIRTY
PILSNER GIVES YOU ENERGY,ALWAYS ENERGY YOU PILSNER GIVE
PINGUINS BEHAVE LIKE PEOPLE,PEOPLE PINGUIN BEHAVE
PINK IS VERY SHINY,PINK SHINE TRUE
PINK RIBBON IS SMART,RIBBON PINK SMART
PIRATES ARE ONBOARD,PIRATE PIRATE BOARD ON
PLACE AN ORDER NOW,NOW ORDER PLACE
PLACE IT AT THE CENTER,CENTER THERE IT PLACE
PLACE THE PHOTO IN A FRAME,FRAME PHOTO PUT
PLACE YOUR BID AND HOPE FOR SUCCESS,BID YOUR PLACE SAME SUCCESS HOPE
PLAIT HER HAIR,HAIR HERS PLAIT
PLAIT YOUR HAIR,HAIR YOUR PLAIT
PLANT SOME GRAINS NOW,NOW GRAIN SOME PLANT
PLANT SOME MANGO SEEDLINGS,MANGO SEEDLING SOME PLANT
PLANT THIS TREE,TREE THIS PLANT
PLANTS ARE HEALTHY,PLANT PLANT HEALTH HAVE
PLANTS GROW IN THE SOIL,SOIL PLANT PLANT GROW
PLASTIC BAGS ARE MANY,PLASTIC BAG MANY
PLASTICS ARE DANGEROUS,PLASTIC PLASTIC DANGEROUS TRUE
PLAY THE VIDEO ON THE SCREEN,VIDEO SCREEN ON PLAY
